t,Ca,x
335.5,0.679014412,0.1
335.75,0.928700128,0.1
336,0.555153584,0.1
336.25,0.636533432,0.1
336.5,0.924051985,0.1
336.75,0.925017896,0.1
337,0.542035166,0.1
337.25,0.816925093,0.1
337.5,0.697274638,0.1
337.75,0.729061662,0.1
338,0.793494475,0.1
338.25,0.714474324,0.1
338.5,0.615666838,0.1
338.75,0.579232974,0.1
339,0.512860725,0.1
339.25,0.581399526,0.1
339.5,0.894817641,0.1
339.75,0.671703496,0.1
340,0.646825941,0.1
340.25,0.556290493,0.1
340.5,0.479713729,0.1
340.75,0.437302611,0.1
341,0.678088112,0.1
341.25,0.508132986,0.1
341.5,0.637600079,0.1
341.75,0.359682783,0.1
342,0.505706301,0.1
342.25,0.575424381,0.1
342.5,0.409077198,0.1
342.75,0.408427221,0.1
343,0.440543116,0.1
343.25,0.687538668,0.1
343.5,0.845175071,0.1
343.75,0.78461786,0.1
344,0.508728966,0.1
344.25,0.536831681,0.1
344.5,0.665384515,0.1
344.75,0.675601665,0.1
345,0.331180521,0.1
345.25,0.648114419,0.1
345.5,0.358095153,0.1
345.75,0.498005024,0.1
346,0.446267081,0.1
346.25,0.282336908,0.1
346.5,0.302836729,0.1
346.75,0.509611992,0.1
347,0.493744736,0.1
347.25,0.496090163,0.1
347.5,0.60040947,0.1
347.75,0.457224687,0.1
348,0.346205251,0.1
348.25,0.510877013,0.1
348.5,0.4151208,0.1
348.75,0.41045028,0.1
349,0.428980552,0.1
349.25,0.399638272,0.1
349.5,0.29672156,0.1
349.75,0.358743976,0.1
350,0.464780371,0.1
350.25,0.253533641,0.1
350.5,0.528343267,0.1
350.75,0.464020594,0.1
351,0.449362941,0.1
351.25,0.383609491,0.1
351.5,0.453111004,0.1
351.75,0.146533229,0.1
352,0.319396509,0.1
352.25,0.269151939,0.1
352.5,0.237523028,0.1
352.75,0.498939192,0.1
353,0.492273407,0.1
353.25,0.696109766,0.1
353.5,0.247575349,0.1
353.75,0.442771804,0.1
354,0.303158956,0.1
354.25,0.20262101,0.1
354.5,0.314728521,0.1
354.75,0.330524956,0.1
355,0.049147354,0.1
355.25,0.216418412,0.1
355.5,0.375600608,0.1
355.75,0.248954599,0.1
356,0.407802893,0.1
356.25,0.252859448,0.1
356.5,0.427345421,0.1
356.75,0.377813052,0.1
357,0.190074089,0.1
357.25,0.235102072,0.1
357.5,0.25878247,0.1
357.75,0.244256242,0.1
358,0.338154876,0.1
358.25,0.222205299,0.1
358.5,0.402532723,0.1
358.75,0.310924672,0.1
359,0.38586117,0.1
359.25,0.311506514,0.1
359.5,0.289829733,0.1
359.75,0.445697437,0.1
360,0.301076808,0.1
360.25,0.158079611,0.1
360.5,0.34949551,0.1
360.75,0.125430282,0.1
361,0.387223469,0.1
361.25,0.27328241,0.1
361.5,0.34841621,0.1
361.75,0.376808499,0.1
362,0.147271744,0.1
362.25,0.42559974,0.1
362.5,0.169958341,0.1
362.75,0.322772951,0.1
363,0.195147811,0.1
363.25,0.234359005,0.1
363.5,0.159715416,0.1
363.75,0.262386352,0.1
364,0.045839034,0.1
364.25,0.397166498,0.1
364.5,0.221549575,0.1
364.75,0.222705382,0.1
365,0.0726077,0.1
365.25,0.100057785,0.1
365.5,0.329358454,0.1
365.75,0.092015348,0.1
366,0.179186817,0.1
366.25,0.129636209,0.1
366.5,-0.005328301,0.1
366.75,0.203673173,0.1
367,-0.08442985,0.1
367.25,0.185215751,0.1
367.5,0.176502893,0.1
367.75,0.313763014,0.1
368,0.070500318,0.1
368.25,0.08830058,0.1
368.5,0.149471196,0.1
368.75,0.184773476,0.1
369,0.088008054,0.1
369.25,0.061343858,0.1
369.5,0.218508653,0.1
369.75,0.254885785,0.1
370,0.149033958,0.1
370.25,-0.058215169,0.1
370.5,0.119220803,0.1
370.75,0.1962077,0.1
371,0.163627657,0.1
371.25,0.02987294,0.1
371.5,0.114623496,0.1
371.75,0.058214599,0.1
372,0.270333424,0.1
372.25,0.136074609,0.1
372.5,0.152982902,0.1
372.75,-0.031917197,0.1
373,0.152099664,0.1
373.25,-0.062364036,0.1
373.5,0.25499427,0.1
373.75,0.214694697,0.1
374,0.182020801,0.1
374.25,-0.054049768,0.1
374.5,0.014760471,0.1
374.75,0.011208691,0.1
375,0.034752932,0.1
375.25,0.134661613,0.1
375.5,0.229133193,0.1
375.75,0.393333194,0.1
376,0.099241641,0.1
376.25,0.000456206,0.1
376.5,-0.132418868,0.1
376.75,0.024629599,0.1
377,0.166144455,0.1
377.25,-0.049204731,0.1
377.5,0.266443911,0.1
377.75,0.120562922,0.1
378,0.055586893,0.1
378.25,0.194052511,0.1
378.5,0.051711322,0.1
378.75,-0.063354825,0.1
379,0.113721119,0.1
379.25,0.056511459,0.1
379.5,0.116644314,0.1
379.75,-0.126792071,0.1
380,0.093231824,0.1
380.25,0.068642146,0.1
380.5,0.109529344,0.1
380.75,-0.101423245,0.1
381,0.24319788,0.1
381.25,0.033134077,0.1
381.5,0.177982019,0.1
381.75,0.087798695,0.1
382,0.003404046,0.1
382.25,0.042273126,0.1
382.5,0.267940636,0.1
382.75,0.098572549,0.1
383,0.222251975,0.1
383.25,0.142638778,0.1
383.5,0.100650288,0.1
383.75,0.166586873,0.1
384,-0.103039726,0.1
384.25,0.094332009,0.1
384.5,0.095898385,0.1
384.75,0.259149306,0.1
385,0.113621862,0.1
385.25,0.225388914,0.1
385.5,-0.363775572,0.1
385.75,-0.015047359,0.1
386,-0.038157449,0.1
386.25,0.131765439,0.1
386.5,0.185633703,0.1
386.75,-0.023248725,0.1
387,0.092668445,0.1
387.25,0.185825945,0.1
387.5,-0.013909598,0.1
387.75,0.35782316,0.1
388,-0.164216352,0.1
388.25,0.077510437,0.1
388.5,0.011400029,0.1
388.75,0.168220968,0.1
389,0.008621284,0.1
389.25,0.033909941,0.1
389.5,0.266114017,0.1
389.75,0.054931131,0.1
390,0.250707986,0.1
390.25,0.001835209,0.1
390.5,0.201050523,0.1
390.75,0.093563603,0.1
391,-0.139593346,0.1
391.25,-0.106501922,0.1
391.5,-0.056007121,0.1
391.75,-0.100127021,0.1
392,0.104478863,0.1
392.25,-0.034148296,0.1
392.5,0.040870397,0.1
392.75,-0.051374939,0.1
393,0.064247117,0.1
393.25,0.21689881,0.1
393.5,-0.191142863,0.1
393.75,0.14997926,0.1
394,0.174819718,0.1
394.25,-0.18878845,0.1
394.5,0.130535483,0.1
394.75,0.194531567,0.1
395,-0.059764384,0.1
395.25,0.088760339,0.1
395.5,-0.089042849,0.1
395.75,0.008800097,0.1
396,0.046038334,0.1
396.25,-0.021560381,0.1
396.5,0.061713676,0.1
396.75,0.09285222,0.1
397,-0.136140515,0.1
397.25,0.126615587,0.1
397.5,0.030191786,0.1
397.75,0.154048743,0.1
398,0.112779717,0.1
398.25,-0.115607477,0.1
398.5,-0.10996578,0.1
398.75,0.04178675,0.1
399,0.053704989,0.1
399.25,0.239145612,0.1
399.5,0.196627051,0.1
399.75,0.100395692,0.1
400,-0.043181992,0.1
400.25,-0.01490809,0.1
400.5,0.029139231,0.1
400.75,-0.076683202,0.1
401,0.271146778,0.1
401.25,0.010249577,0.1
401.5,0.01719261,0.1
401.75,-0.058863186,0.1
402,-0.112217205,0.1
402.25,0.103659599,0.1
402.5,-0.03136326,0.1
402.75,0.168352767,0.1
403,0.138495438,0.1
403.25,0.095678784,0.1
403.5,0.023087013,0.1
403.75,-0.088466922,0.1
404,0.08490186,0.1
404.25,0.010718571,0.1
404.5,-0.051352888,0.1
404.75,0.103126232,0.1
405,-0.029410142,0.1
405.25,0.005679459,0.1
405.5,-0.133292758,0.1
405.75,-0.159030351,0.1
406,0.110981269,0.1
406.25,-0.01299189,0.1
406.5,0.230810322,0.1
406.75,0.108124274,0.1
407,-0.120767039,0.1
407.25,0.141537515,0.1
407.5,0.210080915,0.1
407.75,-0.360030019,0.1
408,0.099765836,0.1
408.25,-0.23441401,0.1
408.5,0.164221727,0.1
408.75,-0.005449258,0.1
409,-0.064157098,0.1
409.25,-0.01870494,0.1
409.5,-0.140031194,0.1
409.75,-0.043026295,0.1
410,0.105107563,0.1
410.25,-0.043794619,0.1
410.5,0.129925343,0.1
410.75,0.085215066,0.1
411,-0.033498559,0.1
411.25,0.128298426,0.1
411.5,0.022575401,0.1
411.75,-0.03418065,0.1
412,0.009517375,0.1
412.25,0.006629293,0.1
412.5,-0.022646324,0.1
412.75,-0.136134217,0.1
413,-0.153922539,0.1
413.25,-0.128850333,0.1
413.5,0.012728224,0.1
413.75,-0.063249244,0.1
414,-0.075350979,0.1
414.25,0.12741607,0.1
414.5,0.153097197,0.1
414.75,0.2969787,0.1
415,-0.014784383,0.1
415.25,0.021749322,0.1
415.5,0.062254321,0.1
415.75,0.196952578,0.1
416,-0.070743731,0.1
416.25,-0.030281624,0.1
416.5,0.037235557,0.1
416.75,0.026995274,0.1
417,0.016803286,0.1
417.25,0.050230494,0.1
417.5,-0.031457358,0.1
417.75,-0.09520442,0.1
418,-0.085906067,0.1
418.25,0.097274063,0.1
418.5,-0.23112976,0.1
418.75,-0.034354801,0.1
419,-0.129282912,0.1
419.25,-0.1885013,0.1
419.5,-0.050983293,0.1
419.75,0.059795236,0.1
420,-0.07628107,0.1
420.25,-0.027107412,0.1
420.5,-0.017510399,0.1
420.75,0.045145153,0.1
421,0.195064332,0.1
421.25,-0.170998589,0.1
421.5,-0.183233926,0.1
421.75,-0.034512623,0.1
422,0.059870305,0.1
422.25,-0.092359487,0.1
422.5,-0.300663093,0.1
422.75,-0.26006368,0.1
423,0.145920954,0.1
423.25,-0.018853031,0.1
423.5,-0.155971519,0.1
423.75,0.044725141,0.1
424,0.062562908,0.1
424.25,-0.025352867,0.1
424.5,-0.15542071,0.1
424.75,-0.065940203,0.1
425,-0.005616861,0.1
425.25,0.072330544,0.1
425.5,-0.210107006,0.1
425.75,-0.034752622,0.1
426,-0.06662796,0.1
426.25,-0.056122859,0.1
426.5,-0.14047943,0.1
426.75,-0.132853519,0.1
427,-0.064139115,0.1
427.25,-0.072970488,0.1
427.5,0.051987931,0.1
427.75,0.034056229,0.1
428,-0.078315003,0.1
428.25,-0.001868352,0.1
428.5,8.48E-05,0.1
428.75,0.019484635,0.1
429,0.161004025,0.1
429.25,0.116873388,0.1
429.5,0.044229304,0.1
429.75,-0.11696071,0.1
430,-0.041598009,0.1
430.25,0.013896218,0.1
430.5,0.092147717,0.1
430.75,0.073570441,0.1
431,0.015000298,0.1
431.25,0.086145312,0.1
431.5,0.033955105,0.1
431.75,-0.019579695,0.1
432,-0.030982144,0.1
432.25,0.28295385,0.1
432.5,-0.127244781,0.1
432.75,0.034250808,0.1
433,-0.160492237,0.1
433.25,-0.174412266,0.1
433.5,0.041414524,0.1
433.75,0.025909232,0.1
434,-0.088938756,0.1
434.25,0.134877274,0.1
434.5,-0.036435854,0.1
434.75,-0.042957072,0.1
435,0.124365769,0.1
435.25,0.143397662,0.1
435.5,-0.154626044,0.1
435.75,-0.056386724,0.1
436,0.016222383,0.1
436.25,-0.073961887,0.1
436.5,0.018161932,0.1
436.75,-0.191993116,0.1
437,-0.06361499,0.1
437.25,0.264445912,0.1
437.5,0.054329569,0.1
437.75,0.23977854,0.1
438,-0.166916813,0.1
438.25,0.132699066,0.1
438.5,0.092738807,0.1
438.75,-0.087209036,0.1
439,0.005316911,0.1
439.25,0.275216755,0.1
439.5,0.101788672,0.1
439.75,-0.049902592,0.1
440,0.09036339,0.1
440.25,0.043818243,0.1
440.5,0.139978155,0.1
440.75,-0.065926829,0.1
441,-0.065165157,0.1
441.25,0.087150599,0.1
441.5,0.034666965,0.1
441.75,0.211977091,0.1
442,-0.146985874,0.1
442.25,0.126577248,0.1
442.5,0.094649796,0.1
442.75,-0.17447652,0.1
443,0.034692644,0.1
443.25,0.1514368,0.1
443.5,0.186767984,0.1
443.75,0.115135273,0.1
444,0.105380629,0.1
444.25,-0.003053101,0.1
444.5,0.163475219,0.1
444.75,-0.080757666,0.1
445,-0.028804983,0.1
445.25,0.154512396,0.1
445.5,0.212967032,0.1
445.75,0.035849844,0.1
446,0.113469253,0.1
446.25,0.03367306,0.1
446.5,0.304355717,0.1
446.75,-0.089564537,0.1
447,-0.033684002,0.1
447.25,-0.10820758,0.1
447.5,-0.147420423,0.1
447.75,0.017652977,0.1
448,-0.011297579,0.1
448.25,-0.049379914,0.1
448.5,-0.17016662,0.1
448.75,0.26990043,0.1
449,-0.044748072,0.1
449.25,-0.033574843,0.1
449.5,0.241198228,0.1
449.75,-0.112983827,0.1
450,-0.002412805,0.1
450.25,-0.015749412,0.1
450.5,-0.13285125,0.1
450.75,0.05828994,0.1
451,-0.335870996,0.1
451.25,0.269871423,0.1
451.5,0.21761674,0.1
451.75,0.003585881,0.1
452,0.100363439,0.1
452.25,-0.1894518,0.1
452.5,-0.137484798,0.1
452.75,-0.052345617,0.1
453,-0.133585596,0.1
453.25,-0.048624193,0.1
453.5,0.079840396,0.1
453.75,-0.240682727,0.1
454,0.058717879,0.1
454.25,0.145131649,0.1
454.5,-0.260375836,0.1
454.75,0.086358986,0.1
455,-0.0825478,0.1
455.25,-0.115278637,0.1
455.5,0.088674963,0.1
455.75,0.027090598,0.1
456,-0.160884403,0.1
456.25,0.107983189,0.1
456.5,-0.076994222,0.1
456.75,-0.087518308,0.1
457,0.058323452,0.1
457.25,0.008364533,0.1
457.5,0.087770497,0.1
457.75,-0.107758757,0.1
458,-0.040716382,0.1
458.25,0.12067888,0.1
458.5,0.108618424,0.1
458.75,0.014323753,0.1
459,-0.047016749,0.1
459.25,-0.139874783,0.1
459.5,0.023721491,0.1
459.75,-0.154299447,0.1
460,-0.053265079,0.1
460.25,0.044909691,0.1
460.5,-0.034760376,0.1
460.75,-0.047559236,0.1
461,0.039103631,0.1
461.25,0.057308918,0.1
461.5,0.043366777,0.1
461.75,-0.071493507,0.1
462,0.091839455,0.1
462.25,-0.019614835,0.1
462.5,0.056060521,0.1
462.75,-0.107781835,0.1
463,-0.09968676,0.1
463.25,0.061734761,0.1
463.5,-0.010449662,0.1
463.75,0.06650777,0.1
464,-0.162105998,0.1
464.25,-0.103155102,0.1
464.5,-0.094425436,0.1
464.75,0.081101491,0.1
465,0.022741738,0.1
465.25,0.103169782,0.1
465.5,-0.109240992,0.1
465.75,-0.03005127,0.1
466,-0.317115872,0.1
466.25,-0.000192868,0.1
466.5,-0.126800729,0.1
466.75,-0.100967763,0.1
467,-0.040568175,0.1
467.25,0.272455392,0.1
467.5,0.088197089,0.1
467.75,0.140739974,0.1
468,0.071055112,0.1
468.25,0.002727819,0.1
468.5,-0.058603917,0.1
468.75,-0.084224192,0.1
469,0.053984445,0.1
469.25,0.071324094,0.1
469.5,0.097723805,0.1
469.75,0.12861344,0.1
470,-0.1135467,0.1
470.25,-0.031746915,0.1
470.5,0.021953015,0.1
470.75,-0.074354423,0.1
471,0.067017266,0.1
471.25,-0.097826683,0.1
471.5,-0.109671724,0.1
471.75,0.024797384,0.1
472,0.184225599,0.1
472.25,0.042989451,0.1
472.5,0.002930764,0.1
472.75,-0.082161957,0.1
473,-0.079434328,0.1
473.25,0.102114792,0.1
473.5,0.013666485,0.1
473.75,-0.148350736,0.1
474,0.005881847,0.1
474.25,-0.065367948,0.1
474.5,-0.170769438,0.1
474.75,-0.092054916,0.1
475,0.119946173,0.1
475.25,-0.070686815,0.1
475.5,0.065076256,0.1
475.75,0.104007571,0.1
476,-0.167068557,0.1
476.25,-0.122072319,0.1
476.5,-0.099842427,0.1
476.75,-0.01808786,0.1
477,0.047307381,0.1
477.25,-0.204900009,0.1
477.5,-0.002804414,0.1
477.75,-0.107336978,0.1
478,0.211308672,0.1
478.25,-0.163448308,0.1
478.5,0.065969053,0.1
478.75,0.116109218,0.1
479,-0.037294457,0.1
479.25,-0.003441196,0.1
479.5,0.102305065,0.1
479.75,-0.095482843,0.1
480,0.167068973,0.1
480.25,-0.119209363,0.1
480.5,0.062202683,0.1
480.75,0.036320257,0.1
481,0.064096697,0.1
481.25,-0.146143431,0.1
481.5,0.107438044,0.1
481.75,0.038683784,0.1
482,-0.0103787,0.1
482.25,0.091044806,0.1
482.5,-0.013716308,0.1
482.75,0.035321203,0.1
483,-0.131552436,0.1
483.25,0.061389071,0.1
483.5,-0.07760491,0.1
483.75,0.160494821,0.1
484,-0.03263097,0.1
484.25,-0.064829503,0.1
484.5,0.052200701,0.1
484.75,0.015028953,0.1
485,0.026927972,0.1
485.25,-0.073444756,0.1
485.5,0.059678231,0.1
485.75,0.066412609,0.1
486,0.02133508,0.1
486.25,-0.107365728,0.1
486.5,-0.094990242,0.1
486.75,-0.08453928,0.1
487,0.148569884,0.1
487.25,-0.015644716,0.1
487.5,-0.001346543,0.1
487.75,0.055064467,0.1
488,0.122753265,0.1
488.25,-0.129863785,0.1
488.5,0.094188611,0.1
488.75,0.017291073,0.1
489,0.084571131,0.1
489.25,0.072360478,0.1
489.5,-0.039106666,0.1
489.75,-0.108501259,0.1
490,0.097069106,0.1
490.25,0.055640719,0.1
490.5,-0.119532824,0.1
490.75,0.080778461,0.1
491,0.05530454,0.1
491.25,-0.041344657,0.1
491.5,-0.025383224,0.1
491.75,0.058097106,0.1
492,0.172212806,0.1
492.25,0.034942339,0.1
492.5,0.062564979,0.1
492.75,0.212697069,0.1
493,0.010720052,0.1
493.25,-0.100685469,0.1
493.5,-0.100898342,0.1
493.75,-0.048852728,0.1
494,0.091068936,0.1
494.25,-0.137056722,0.1
494.5,0.118973092,0.1
494.75,0.063997241,0.1
495,0.15951091,0.1
495.25,-0.166855188,0.1
495.5,-0.054454317,0.1
495.75,-0.052658842,0.1
496,0.069936144,0.1
496.25,-0.012532955,0.1
496.5,-0.167656672,0.1
496.75,0.012887846,0.1
497,0.005668175,0.1
497.25,-0.003564308,0.1
497.5,-0.063812022,0.1
497.75,0.052722787,0.1
498,0.035551514,0.1
498.25,0.022802863,0.1
498.5,-0.0223693,0.1
498.75,0.124615959,0.1
499,0.029805375,0.1
499.25,-0.253304995,0.1
499.5,-0.038022347,0.1
499.75,0.026218809,0.1
500,0.059735817,0.1
