t,Cb,x
334.5,1.930001583,0.1
334.75,1.763880036,0.1
335,1.687456936,0.1
335.25,1.69270133,0.1
335.5,1.694034874,0.1
335.75,1.670938245,0.1
336,1.591315523,0.1
336.25,1.566172084,0.1
336.5,1.758964136,0.1
336.75,1.626740828,0.1
337,1.471372884,0.1
337.25,1.684252713,0.1
337.5,1.638828288,0.1
337.75,1.588664568,0.1
338,1.680889282,0.1
338.25,1.618127077,0.1
338.5,1.634473821,0.1
338.75,1.674158662,0.1
339,1.612858524,0.1
339.25,1.35875246,0.1
339.5,1.723896478,0.1
339.75,1.627204609,0.1
340,1.540301988,0.1
340.25,1.599277419,0.1
340.5,1.514096948,0.1
340.75,1.396481015,0.1
341,1.486461382,0.1
341.25,1.486969875,0.1
341.5,1.744255138,0.1
341.75,1.356716523,0.1
342,1.654853413,0.1
342.25,1.684473842,0.1
342.5,1.506075556,0.1
342.75,1.612242065,0.1
343,1.590379666,0.1
343.25,1.623084728,0.1
343.5,1.606680545,0.1
343.75,1.613310694,0.1
344,1.438382049,0.1
344.25,1.410552728,0.1
344.5,1.591444332,0.1
344.75,1.436410294,0.1
345,1.401040353,0.1
345.25,1.45165983,0.1
345.5,1.574755479,0.1
345.75,1.300339332,0.1
346,1.616318756,0.1
346.25,1.378055402,0.1
346.5,1.447524756,0.1
346.75,1.25607389,0.1
347,1.59212302,0.1
347.25,1.448969094,0.1
347.5,1.309091023,0.1
347.75,1.156186256,0.1
348,1.591606744,0.1
348.25,1.481397837,0.1
348.5,1.310118856,0.1
348.75,1.390497251,0.1
349,1.218545607,0.1
349.25,1.17450245,0.1
349.5,1.491559725,0.1
349.75,1.458434986,0.1
350,1.522709816,0.1
350.25,1.441891762,0.1
350.5,1.336362786,0.1
350.75,1.418064693,0.1
351,1.208063731,0.1
351.25,1.381586486,0.1
351.5,1.409333583,0.1
351.75,1.352862241,0.1
352,1.16507912,0.1
352.25,1.300831872,0.1
352.5,1.463490094,0.1
352.75,1.184446812,0.1
353,1.379051612,0.1
353.25,1.293303578,0.1
353.5,1.047373985,0.1
353.75,1.32412142,0.1
354,1.037486183,0.1
354.25,1.3031018,0.1
354.5,1.434769651,0.1
354.75,1.167040043,0.1
355,1.470932137,0.1
355.25,1.201773975,0.1
355.5,1.355380383,0.1
355.75,1.184942056,0.1
356,1.523006827,0.1
356.25,1.424698018,0.1
356.5,1.384105287,0.1
356.75,1.363290404,0.1
357,1.255737104,0.1
357.25,1.427666378,0.1
357.5,1.174478396,0.1
357.75,1.298972277,0.1
358,1.239191312,0.1
358.25,1.030446435,0.1
358.5,1.210622833,0.1
358.75,1.078433393,0.1
359,1.41242753,0.1
359.25,1.27823771,0.1
359.5,1.286194359,0.1
359.75,1.428798312,0.1
360,1.196576778,0.1
360.25,1.043019388,0.1
360.5,1.394639583,0.1
360.75,1.15350052,0.1
361,1.000619336,0.1
361.25,0.950063488,0.1
361.5,1.126576189,0.1
361.75,1.181250968,0.1
362,1.064119443,0.1
362.25,1.27457448,0.1
362.5,0.986696146,0.1
362.75,1.301863412,0.1
363,1.1642848,0.1
363.25,0.970909544,0.1
363.5,0.942883796,0.1
363.75,1.003708768,0.1
364,1.156890867,0.1
364.25,1.414956857,0.1
364.5,1.092448395,0.1
364.75,1.134691207,0.1
365,1.232485312,0.1
365.25,1.192726175,0.1
365.5,1.063628296,0.1
365.75,1.064020284,0.1
366,1.168443234,0.1
366.25,1.075679123,0.1
366.5,0.982450616,0.1
366.75,1.10485341,0.1
367,0.809751883,0.1
367.25,1.229230613,0.1
367.5,1.010669768,0.1
367.75,1.178027751,0.1
368,1.067818301,0.1
368.25,0.914213972,0.1
368.5,1.174096096,0.1
368.75,1.073311531,0.1
369,1.019446245,0.1
369.25,0.939649018,0.1
369.5,0.895246273,0.1
369.75,0.926801,0.1
370,1.011620391,0.1
370.25,0.900415292,0.1
370.5,1.080462988,0.1
370.75,1.022660419,0.1
371,1.077198907,0.1
371.25,0.996627563,0.1
371.5,0.986095081,0.1
371.75,0.836945923,0.1
372,1.011794753,0.1
372.25,0.954102012,0.1
372.5,1.227942006,0.1
372.75,0.905443341,0.1
373,0.873841565,0.1
373.25,1.054178574,0.1
373.5,0.926899498,0.1
373.75,0.958256867,0.1
374,1.063846759,0.1
374.25,1.032000949,0.1
374.5,1.11032825,0.1
374.75,1.037106375,0.1
375,0.716675582,0.1
375.25,0.984280354,0.1
375.5,0.845698007,0.1
375.75,1.058191463,0.1
376,1.036229366,0.1
376.25,0.927656189,0.1
376.5,0.878757662,0.1
376.75,0.864896032,0.1
377,0.964617091,0.1
377.25,1.038344443,0.1
377.5,0.782000298,0.1
377.75,0.907462607,0.1
378,0.744758362,0.1
378.25,0.947542816,0.1
378.5,0.850275838,0.1
378.75,0.957314589,0.1
379,0.997673952,0.1
379.25,1.137445379,0.1
379.5,0.833949869,0.1
379.75,0.693095642,0.1
380,0.92606826,0.1
380.25,0.998506759,0.1
380.5,1.046756333,0.1
380.75,0.666790267,0.1
381,0.707370188,0.1
381.25,0.910197503,0.1
381.5,0.868721747,0.1
381.75,0.754197044,0.1
382,0.871401894,0.1
382.25,1.144694206,0.1
382.5,0.937679247,0.1
382.75,0.812167709,0.1
383,0.72146652,0.1
383.25,0.941461023,0.1
383.5,0.929727063,0.1
383.75,0.660794949,0.1
384,0.68853753,0.1
384.25,0.927668012,0.1
384.5,0.7859153,0.1
384.75,1.074724473,0.1
385,1.014835754,0.1
385.25,0.961510668,0.1
385.5,0.756559518,0.1
385.75,0.832318894,0.1
386,0.901593472,0.1
386.25,0.975105379,0.1
386.5,0.704927786,0.1
386.75,0.763341807,0.1
387,0.942721982,0.1
387.25,0.719689644,0.1
387.5,0.931399794,0.1
387.75,0.781851227,0.1
388,0.829963829,0.1
388.25,0.78676944,0.1
388.5,0.436979305,0.1
388.75,0.674749406,0.1
389,0.737628751,0.1
389.25,0.885808724,0.1
389.5,0.769359337,0.1
389.75,0.869316467,0.1
390,0.761366332,0.1
390.25,0.863254787,0.1
390.5,0.678836248,0.1
390.75,0.601141304,0.1
391,0.910700874,0.1
391.25,0.834525242,0.1
391.5,0.627386225,0.1
391.75,0.740483315,0.1
392,0.626679018,0.1
392.25,0.9111752,0.1
392.5,0.82409328,0.1
392.75,0.837685452,0.1
393,0.772367414,0.1
393.25,0.828491018,0.1
393.5,0.5735328,0.1
393.75,0.925386979,0.1
394,0.554968613,0.1
394.25,0.804453173,0.1
394.5,0.703013409,0.1
394.75,0.905102748,0.1
395,0.766488458,0.1
395.25,0.687605443,0.1
395.5,0.740767513,0.1
395.75,0.783030552,0.1
396,0.833300275,0.1
396.25,0.689263724,0.1
396.5,0.827178238,0.1
396.75,0.541283749,0.1
397,0.494244475,0.1
397.25,0.66265399,0.1
397.5,0.786318922,0.1
397.75,0.720418261,0.1
398,0.658118603,0.1
398.25,0.82708613,0.1
398.5,0.604527042,0.1
398.75,0.717834599,0.1
399,0.734713773,0.1
399.25,0.831751352,0.1
399.5,0.753293646,0.1
399.75,0.653183925,0.1
400,0.761654041,0.1
400.25,0.737457179,0.1
400.5,0.560178975,0.1
400.75,0.683069181,0.1
401,0.808076698,0.1
401.25,0.597757932,0.1
401.5,0.932349657,0.1
401.75,0.507302936,0.1
402,0.812734949,0.1
402.25,0.74037566,0.1
402.5,0.638344617,0.1
402.75,0.699643025,0.1
403,0.651729577,0.1
403.25,0.582636978,0.1
403.5,0.589877156,0.1
403.75,0.829648892,0.1
404,0.680072968,0.1
404.25,0.533890146,0.1
404.5,0.634815882,0.1
404.75,0.657024437,0.1
405,0.674577263,0.1
405.25,0.760542118,0.1
405.5,0.757411332,0.1
405.75,0.631135227,0.1
406,0.801511691,0.1
406.25,0.580507855,0.1
406.5,0.601551621,0.1
406.75,0.557121518,0.1
407,0.675758415,0.1
407.25,0.733332163,0.1
407.5,0.709101115,0.1
407.75,0.478997383,0.1
408,0.804978054,0.1
408.25,0.745228815,0.1
408.5,0.445741049,0.1
408.75,0.519274635,0.1
409,0.476751619,0.1
409.25,0.788011913,0.1
409.5,0.439181347,0.1
409.75,0.58555352,0.1
410,0.56800407,0.1
410.25,0.252371561,0.1
410.5,0.525144916,0.1
410.75,0.703961893,0.1
411,0.516393827,0.1
411.25,0.455155192,0.1
411.5,0.556610419,0.1
411.75,0.551151581,0.1
412,0.508886818,0.1
412.25,0.555505951,0.1
412.5,0.589690363,0.1
412.75,0.466855572,0.1
413,0.45347828,0.1
413.25,0.289574996,0.1
413.5,0.490922847,0.1
413.75,0.597040527,0.1
414,0.584250574,0.1
414.25,0.915740711,0.1
414.5,0.430248884,0.1
414.75,0.515399952,0.1
415,0.619003157,0.1
415.25,0.585613703,0.1
415.5,0.631096969,0.1
415.75,0.55715927,0.1
416,0.469117169,0.1
416.25,0.486488535,0.1
416.5,0.685427853,0.1
416.75,0.440629345,0.1
417,0.458805732,0.1
417.25,0.328690815,0.1
417.5,0.663738786,0.1
417.75,0.504694551,0.1
418,0.619714023,0.1
418.25,0.454466291,0.1
418.5,0.420753783,0.1
418.75,0.684382482,0.1
419,0.449998016,0.1
419.25,0.529509611,0.1
419.5,0.471042894,0.1
419.75,0.330844525,0.1
420,0.636906951,0.1
420.25,0.634715557,0.1
420.5,0.607398937,0.1
420.75,0.475500784,0.1
421,0.639729284,0.1
421.25,0.480545511,0.1
421.5,0.626834439,0.1
421.75,0.400576469,0.1
422,0.508145289,0.1
422.25,0.526684344,0.1
422.5,0.571896251,0.1
422.75,0.243430091,0.1
423,0.589024175,0.1
423.25,0.563763634,0.1
423.5,0.427261835,0.1
423.75,0.351307176,0.1
424,0.493702049,0.1
424.25,0.324381098,0.1
424.5,0.440038869,0.1
424.75,0.513508086,0.1
425,0.46272474,0.1
425.25,0.574843089,0.1
425.5,0.553356137,0.1
425.75,0.649254255,0.1
426,0.738001917,0.1
426.25,0.438419768,0.1
426.5,0.505651813,0.1
426.75,0.428612004,0.1
427,0.465262128,0.1
427.25,0.362646353,0.1
427.5,0.402634113,0.1
427.75,0.349075842,0.1
428,0.299056757,0.1
428.25,0.316820153,0.1
428.5,0.570014578,0.1
428.75,0.480372995,0.1
429,0.488944152,0.1
429.25,0.578107207,0.1
429.5,0.258900882,0.1
429.75,0.387562042,0.1
430,0.490193194,0.1
430.25,0.535686346,0.1
430.5,0.470158745,0.1
430.75,0.381907357,0.1
431,0.3238966,0.1
431.25,0.359575958,0.1
431.5,0.430694807,0.1
431.75,0.42628853,0.1
432,0.382498556,0.1
432.25,0.31337477,0.1
432.5,0.35483744,0.1
432.75,0.465367775,0.1
433,0.306565326,0.1
433.25,0.559984783,0.1
433.5,0.297919336,0.1
433.75,0.598774917,0.1
434,0.150782544,0.1
434.25,0.50705484,0.1
434.5,0.204273578,0.1
434.75,0.289338663,0.1
435,0.53942566,0.1
435.25,0.431143122,0.1
435.5,0.535865104,0.1
435.75,0.525225118,0.1
436,0.191248572,0.1
436.25,0.367787618,0.1
436.5,0.347748289,0.1
436.75,0.481201502,0.1
437,0.379166047,0.1
437.25,0.428376314,0.1
437.5,0.476807674,0.1
437.75,0.4380591,0.1
438,0.242302549,0.1
438.25,0.264134809,0.1
438.5,0.394284329,0.1
438.75,0.508275051,0.1
439,0.25181155,0.1
439.25,0.287194785,0.1
439.5,0.592485721,0.1
439.75,0.178703932,0.1
440,0.362874011,0.1
440.25,0.197320618,0.1
440.5,0.455485761,0.1
440.75,0.224667771,0.1
441,0.549486303,0.1
441.25,0.259131558,0.1
441.5,0.335704224,0.1
441.75,0.295459484,0.1
442,0.392678473,0.1
442.25,0.224647355,0.1
442.5,0.409823477,0.1
442.75,0.51883699,0.1
443,0.367759504,0.1
443.25,0.271704817,0.1
443.5,0.342540171,0.1
443.75,0.115147142,0.1
444,0.222699035,0.1
444.25,0.352200522,0.1
444.5,0.511617501,0.1
444.75,0.574576554,0.1
445,0.368515663,0.1
445.25,0.1520539,0.1
445.5,0.132948199,0.1
445.75,0.317471,0.1
446,0.370647007,0.1
446.25,0.312439805,0.1
446.5,0.170836335,0.1
446.75,0.416761533,0.1
447,0.246613809,0.1
447.25,0.123746634,0.1
447.5,0.432013104,0.1
447.75,0.370977889,0.1
448,0.323810277,0.1
448.25,0.486606001,0.1
448.5,0.325796562,0.1
448.75,0.147974296,0.1
449,0.348992782,0.1
449.25,0.364537009,0.1
449.5,0.372350442,0.1
449.75,0.381691443,0.1
450,0.087404143,0.1
450.25,0.312643472,0.1
450.5,0.09552805,0.1
450.75,0.23804144,0.1
451,0.338762179,0.1
451.25,0.226582296,0.1
451.5,0.176668771,0.1
451.75,0.463990267,0.1
452,0.461011263,0.1
452.25,0.22019932,0.1
452.5,0.582357025,0.1
452.75,0.441017158,0.1
453,0.162274528,0.1
453.25,0.345527787,0.1
453.5,0.332590573,0.1
453.75,0.127532157,0.1
454,0.20977861,0.1
454.25,0.283085022,0.1
454.5,0.292814323,0.1
454.75,0.320842242,0.1
455,0.118099912,0.1
455.25,0.343627112,0.1
455.5,0.592822159,0.1
455.75,0.233741374,0.1
456,0.377485294,0.1
456.25,0.052093087,0.1
456.5,0.42914464,0.1
456.75,-0.00358574,0.1
457,0.053186132,0.1
457.25,0.251022871,0.1
457.5,0.111422178,0.1
457.75,0.345073194,0.1
458,0.257610918,0.1
458.25,0.265888682,0.1
458.5,0.328668058,0.1
458.75,0.390636754,0.1
459,0.205773958,0.1
459.25,0.271687161,0.1
459.5,0.127842962,0.1
459.75,0.119829479,0.1
460,0.633393878,0.1
460.25,0.362572898,0.1
460.5,0.21855496,0.1
460.75,0.13521949,0.1
461,0.326604213,0.1
461.25,0.3585962,0.1
461.5,0.54805039,0.1
461.75,0.408495829,0.1
462,0.327550225,0.1
462.25,0.381339418,0.1
462.5,0.283108746,0.1
462.75,0.199751075,0.1
463,0.206147524,0.1
463.25,0.3556634,0.1
463.5,0.437121108,0.1
463.75,0.307334887,0.1
464,0.169228467,0.1
464.25,0.386609645,0.1
464.5,0.233100527,0.1
464.75,0.337583888,0.1
465,0.109173159,0.1
465.25,0.335394628,0.1
465.5,0.28485721,0.1
465.75,0.431027611,0.1
466,0.255491115,0.1
466.25,0.266683505,0.1
466.5,0.137926959,0.1
466.75,0.276574142,0.1
467,0.29043499,0.1
467.25,0.219077196,0.1
467.5,0.283525763,0.1
467.75,0.004970858,0.1
468,0.035797154,0.1
468.25,0.407976893,0.1
468.5,0.263660619,0.1
468.75,0.214606076,0.1
469,-0.121607096,0.1
469.25,0.08756806,0.1
469.5,0.313898345,0.1
469.75,0.117041698,0.1
470,0.276511407,0.1
470.25,0.117874842,0.1
470.5,-0.042213352,0.1
470.75,0.250321184,0.1
471,0.176512459,0.1
471.25,0.191194571,0.1
471.5,0.221406463,0.1
471.75,0.194753439,0.1
472,0.242059695,0.1
472.25,0.212174179,0.1
472.5,0.11455502,0.1
472.75,0.249703423,0.1
473,-0.102779801,0.1
473.25,0.274010826,0.1
473.5,0.141306241,0.1
473.75,0.093906071,0.1
474,0.350183873,0.1
474.25,0.325253415,0.1
474.5,0.056368294,0.1
474.75,0.033575527,0.1
475,0.223415301,0.1
475.25,-0.056778645,0.1
475.5,0.28488375,0.1
475.75,0.228600046,0.1
476,0.45919359,0.1
476.25,0.110843679,0.1
476.5,0.247218258,0.1
476.75,0.059900862,0.1
477,0.171788645,0.1
477.25,0.114621752,0.1
477.5,0.158937154,0.1
477.75,0.397323366,0.1
478,0.109455182,0.1
478.25,0.24079281,0.1
478.5,0.22618296,0.1
478.75,0.159422878,0.1
479,-0.027680157,0.1
479.25,0.273185125,0.1
479.5,0.073909605,0.1
479.75,0.183528912,0.1
480,0.395503193,0.1
480.25,0.160581598,0.1
480.5,0.083050857,0.1
480.75,0.09535904,0.1
481,0.149648438,0.1
481.25,0.147845755,0.1
481.5,0.227769751,0.1
481.75,0.314460898,0.1
482,0.015579523,0.1
482.25,0.04857697,0.1
482.5,-0.012256324,0.1
482.75,0.243611578,0.1
483,0.318526586,0.1
483.25,0.006573128,0.1
483.5,0.176175624,0.1
483.75,0.27225275,0.1
484,0.104875514,0.1
484.25,0.039145851,0.1
484.5,0.001397732,0.1
484.75,-0.139321163,0.1
485,0.045650092,0.1
485.25,0.277934516,0.1
485.5,0.139492188,0.1
485.75,0.198592911,0.1
486,-0.05190694,0.1
486.25,0.021479061,0.1
486.5,0.141376926,0.1
486.75,-0.042286713,0.1
487,0.39053591,0.1
487.25,0.288591055,0.1
487.5,0.10920394,0.1
487.75,0.144847664,0.1
488,0.248699237,0.1
488.25,0.144462958,0.1
488.5,-0.039059674,0.1
488.75,0.179013083,0.1
489,0.209511663,0.1
489.25,0.077807566,0.1
489.5,-0.011594802,0.1
489.75,0.232767368,0.1
490,0.040983846,0.1
490.25,0.115739762,0.1
490.5,0.078216803,0.1
490.75,0.202177205,0.1
491,0.057711061,0.1
491.25,0.10088185,0.1
491.5,0.080239691,0.1
491.75,0.199606737,0.1
492,0.167811866,0.1
492.25,0.172326203,0.1
492.5,-0.032687729,0.1
492.75,0.07187391,0.1
493,-0.030951786,0.1
493.25,0.052807204,0.1
493.5,-0.016202214,0.1
493.75,0.098782798,0.1
494,0.085004706,0.1
494.25,0.285849594,0.1
494.5,0.028869159,0.1
494.75,0.244537251,0.1
495,0.155394295,0.1
495.25,0.103588099,0.1
495.5,0.179135721,0.1
495.75,0.082151274,0.1
496,0.284578726,0.1
496.25,-0.01252006,0.1
496.5,0.214768243,0.1
496.75,0.000524586,0.1
497,0.080139901,0.1
497.25,-0.025390415,0.1
497.5,0.237504976,0.1
497.75,0.124461661,0.1
498,0.191848698,0.1
498.25,0.267486193,0.1
498.5,0.307587657,0.1
498.75,0.103805498,0.1
499,0.148093578,0.1
499.25,0.388527105,0.1
499.5,0.172376976,0.1
499.75,0.280208093,0.1
500,0.310241172,0.1
